left_context,right_context
"On the subject of the first of the two circumstances, she did, after a little reflection, venture the following question.",But Harriet rejected the suspicion with spirit.
But Harriet rejected the suspicion with spirit.," When Harriet had closed her evidence, she appealed to her dear Miss Woodhouse, to say whether she had not good ground for hope."
"When Harriet had closed her evidence, she appealed to her dear Miss Woodhouse, to say whether she had not good ground for hope."," The bitter feelings occasioned by this speech, the many bitter feelings, made the utmost exertion necessary on Emma's side, to enable her to say on reply,  ""Harriet, I will only venture to declare, that Mr. Knightley is the last man in the world, who would intentionally give any woman the idea of his feeling for her more than he really does."""
"The bitter feelings occasioned by this speech, the many bitter feelings, made the utmost exertion necessary on Emma's side, to enable her to say on reply,"," Harriet seemed ready to worship her friend for a sentence so satisfactory; and Emma was only saved from raptures and fondness, which at that moment would have been dreadful penance, by the sound of her father's footsteps."
"""She could not compose herself-- Mr. Woodhouse would be alarmed--she had better go;""--with most ready encouragement from her friend, therefore, she passed off through another door--and the moment she was gone, this was the spontaneous burst of Emma's feelings:"," The rest of the day, the following night, were hardly enough for her thoughts.--She was bewildered amidst the confusion of all that had rushed on her within the last few hours."
"Mrs. Weston was convinced that such conversation must be the greatest relief to her companion, pent up within her own mind as every thing had so long been, and was very much pleased with all that she had said on the subject."," ""Poor girl!"""
"'I will not say, that since I entered into the engagement I have not had some happy moments; but I can say, that I have never known the blessing of one tranquil hour:'--and the quivering lip, Emma, which uttered it, was an attestation that I felt at my heart."""," ""Wrong!"
"""She thinks herself wrong, then, for having consented to a private engagement?""","The consequence,' said she, 'has been a state of perpetual suffering to me; and so it ought."
"'The consequence,'",has been a state of perpetual suffering to me; and so it ought.
"'Do not imagine, madam,'",that I was taught wrong.
"The error has been all my own; and I do assure you that, with all the excuse that present circumstances may appear to give, I shall yet dread making the story known to Colonel Campbell.'"""," ""Yes, I have no doubt of her being extremely attached to him."""
"Her affection must have overpowered her judgment."""," ""I am afraid,"" returned Emma, sighing, ""that I must often have contributed to make her unhappy."""
"""Yes, I have no doubt of her being extremely attached to him."""," ""On your side, my love, it was very innocently done."
"""I am afraid,"" returned Emma, sighing, ""that I must often have contributed to make her unhappy."""," ""If I did not know her to be happy now,"" said Emma, seriously, ""which, in spite of every little drawback from her scrupulous conscience, she must be, I could not bear these thanks;--for, oh!"
"She was sensible that you had never received any proper acknowledgment from herself.""", Such a conclusion could not pass unanswered by Mrs. Weston.
"She talked with a great deal of reason, and at least equal affection--but she had too much to urge for Emma's attention; it was soon gone to Brunswick Square or to Donwell; she forgot to attempt to listen; and when Mrs. Weston ended with,","she was obliged to pause before she answered, and at last obliged to answer at random, before she could at all recollect what letter it was which they were so anxious for."
"She talked with a great deal of reason, and at least equal affection--but she had too much to urge for Emma's attention; it was soon gone to Brunswick Square or to Donwell; she forgot to attempt to listen; and when Mrs. Weston ended with, ""We have not yet had the letter we are so anxious for, you know, but I hope it will soon come,"" she was obliged to pause before she answered, and at last obliged to answer at random, before she could at all recollect what letter it was which they were so anxious for.",was Mrs. Weston's parting question.
was Mrs. Weston's parting question.," Mrs. Weston's communications furnished Emma with more food for unpleasant reflection, by increasing her esteem and compassion, and her sense of past injustice towards Miss Fairfax."
"She considered--resolved--and, trying to smile, began--"," ""Have I?"""
"She considered--resolved--and, trying to smile, began--  ""You have some news to hear, now you are come back, that will rather surprize you."""," ""Oh!"
"said he quietly, and looking at her; ""of what nature?"""," After waiting a moment, as if to be sure she intended to say no more, he replied,  ""If you mean Miss Fairfax and Frank Churchill, I have heard that already."""
"After waiting a moment, as if to be sure she intended to say no more, he replied,"," ""How is it possible?"""
